# GRID = {'r': [1.0,1.02,1.04,1.06,1.08,1.1,1.12,1.14,1.16,1.18,1.2,1.22,1.24,1.26,1.28,1.3,1.32,1.34,1.36,1.38,1.4,1.42,1.44,1.46,1.48,1.5,1.52,1.54,1.56,1.58,1.6,1.62,1.64,1.66,1.68,1.7,1.72,1.74,1.76,1.78,1.8,1.82,1.84,1.86,1.88,1.9,1.92,1.94,1.96,1.98, 2.0], 'allow_forced_l_in_cd': [True, False], 'eta': [0.0]}
TRUE,0,1.48,0.391328,0.608672,0,76.48548198814638,0.047291001502457644,191213.70497036594,2077.74,235552898.9576001,235550821.2176001,1.662192e-05,1.8844231916608003,1.8844065697408008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.5,0.331064,0.668936,0,70.91288456789262,0.08632599522530476,177282.21141973152,0,199673869.2,199673869.2,0,1.5973909534400006,1.5973909534400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.5,0.33268000000000003,0.6645359999999999,0.002784,71.04156110911737,0.08356940736705724,177603.90277279343,507675.36,199757028.5,199249353.1,0.004061403,1.5980562275999999,1.593994825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.52,0.292864,0.707136,0,49.65835495795262,0.3208076675983623,124145.88739488153,0,172821036.6048002,172821036.6048002,0,1.3825682928384015,1.3825682928384015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.52,0.312016,0.612128,0.075856,69.02889665504928,0.10717056773960223,172572.24163762323,10282224.66,187896435.5,177614210.86319995,0.08225779727999999,1.5031714841855999,1.4209136869055998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.54,0.29228000000000004,0.70772,0,48.15852640875999,0.33521951983745035,120396.31602189995,0,172657340.31599984,172657340.31599984,0,1.3812587225279984,1.3812587225279984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.54,0.32116799999999995,0.600112,0.07872000000000001,69.56642431757506,0.10437950073064671,173916.06079393768,10582677.58,188238474.01999995,177655796.4,0.08466142064000001,1.505907792,1.4212463715199999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.56,0.286864,0.713136,0,49.63471702287347,0.32441080044765014,124086.79255718364,0,172530549.7855999,172530549.7855999,0,1.3802443982847992,1.3802443982847992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.56,0.31927199999999994,0.592608,0.08811999999999999,69.33232181400034,0.1051693245017297,173330.80453500085,10858311.88,188742270.74319977,177883958.86319977,0.086866495,1.5099381659455986,1.4230716709055984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.58,0.285656,0.7143440000000001,0,48.52098604663918,0.33259152106711326,121302.46511659797,0,172282701.5088001,172282701.5088001,0,1.3782616120704008,1.3782616120704008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.58,0.329544,0.5868720000000001,0.08358399999999999,69.92609914287318,0.10314101704838369,174815.24785718299,11072617.52,189284106.99480027,178211489.47480023,0.08858094016000001,1.514272855958402,1.425691915798402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.6,0.27180800000000005,0.7281919999999998,0,45.27222290736315,0.3657948856515763,113180.55726840785,0,172264360.2639999,172264360.2639999,0,1.378114882111999,1.378114882111999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.6,0.320888,0.595632,0.08347999999999998,69.99653719891803,0.10145698247556795,174991.34299729503,11409589.34,189698604.92800015,178289015.58800012,0.09127671472000001,1.5175888394240011,1.4263121247040007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.62,0.288336,0.7116640000000001,0,44.93922700242473,0.368737790862199,112348.06750606182,0,172023945.45440018,172023945.45440018,0,1.3761915636352011,1.3761915636352011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.62,0.322896,0.578048,0.09905599999999998,70.2984069589245,0.09872169864596841,175746.01739731125,11713592.1,190100715.0687997,178387122.96879974,0.09370873680000001,1.520805720550398,1.4270969837503982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.64,0.306008,0.5871759999999999,0.106816,70.3223749329694,0.09712884133848144,175805.93733242352,11887847.72,190836284.75279987,178948437.03279987,0.095102782,1.526690278022399,1.431587496262399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.64,0.277904,0.722096,0,42.77373153521634,0.39401792123658297,106934.32883804085,0,171982346.33600014,171982346.33600014,0,1.3758587706880012,1.3758587706880012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.66,0.313824,0.5988399999999999,0.08733600000000001,70.05630727300498,0.10377965717130866,175140.7681825124,12129496.06,191423042.3492004,179293546.2892004,0.097035968,1.531384338793603,1.434348370313603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.66,0.268432,0.731568,0,46.32531363671595,0.3588270031455575,115813.28409178987,0,171750530.46399993,171750530.46399993,0,1.3740042437119993,1.3740042437119993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.68,0.27480000000000004,0.7252,0,44.606126714115675,0.37597682078436484,111515.31678528916,0,171527403.63040003,171527403.63040003,0,1.3722192290432003,1.3722192290432003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.68,0.315472,0.57376,0.110768,70.28661220277009,0.10024954364501663,175716.53050692522,12385414.74,191950446.4800001,179565031.74000013,0.09908331791999998,1.5356035718400007,1.436520253920001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.7,0.272328,0.727672,0,43.89299487029821,0.3805890648915543,109732.48717574551,0,171340713.37599993,171340713.37599993,0,1.3707257070079992,1.3707257070079992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.7,0.32280000000000003,0.5741919999999999,0.10300799999999999,70.0168280840217,0.10454739337475705,175042.07021005425,12633229.7,192412711.3,179779481.6,0.10106583760000001,1.53930169,1.4382358525600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.72,0.28059200000000006,0.7194079999999998,0,41.31591039763177,0.40869239060352336,103289.7759940794,0,171205203.14559972,171205203.14559972,0,1.3696416251647974,1.3696416251647974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.72,0.30925600000000003,0.586376,0.104368,70.1463591392906,0.10172087883440697,175365.8978482265,12821445.28,193106334.8583998,180284889.5783998,0.10257156224000001,1.544850678867198,1.4422791166271987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.74,0.27060799999999996,0.7293919999999998,0,42.13824358108022,0.395219118281175,105345.60895270055,0,171145320.6015999,171145320.6015999,0,1.369162564812799,1.369162564812799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.74,0.305352,0.5791759999999999,0.11547199999999998,70.20413080201662,0.10195212373831873,175510.3270050416,13146192.7,193412746.56320024,180266553.86320022,0.10516954160000001,1.5473019725056019,1.4421324309056018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.76,0.271264,0.7287359999999998,0,40.78560126971316,0.41169157494044745,101964.0031742829,0,170853934.41919982,170853934.41919982,0,1.3668314753535986,1.3668314753535986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.76,0.31531200000000004,0.5651600000000001,0.119528,70.74659506502113,0.0981466038858016,176866.48766255277,13302194.94,194273926.9103998,180971731.97039977,0.10641755952000001,1.5541914152831984,1.4477738557631985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.78,0.26404000000000005,0.7359600000000001,0,36.124967860030424,0.4484922072058699,90312.41965007607,0,170708059.06479988,170708059.06479988,0,1.3656644725183988,1.3656644725183988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.78,0.316664,0.571064,0.112272,70.88453806504302,0.09710232023937833,177211.34516260758,13591474.24,194727569.9,181136095.69959998,0.10873179391999999,1.5578205595168004,1.4490887655968003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.8,0.25804,0.7419600000000002,0,38.211238747228556,0.4323192913840313,95528.09686807138,0,170816725.43999988,170816725.43999988,0,1.3665338035199988,1.3665338035199988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.8,0.32459999999999994,0.5629279999999999,0.11247200000000002,71.53111789048286,0.09437313741171696,178827.79472620715,13767684.74,195355337.1480003,181587652.4080003,0.110141478,1.562842697184002,1.452701219264002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.82,0.257432,0.742568,0,36.88167846483323,0.4485476341836387,92204.19616208307,0,170285633.46640003,170285633.46640003,0,1.3622850677312004,1.3622850677312004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.82,0.30847199999999997,0.5756960000000001,0.11583199999999999,70.74414019992379,0.09922851504440765,176860.35049980946,14005686.26,195947720.02640003,181942033.76640004,0.11204549007999999,1.5675817602112003,1.4555362701312005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.84,0.31279999999999997,0.5754319999999999,0.11176800000000002,71.62226913456715,0.09334851316554817,179055.67283641786,14231853.88,196551011.25120008,182319157.37120005,0.113854831,1.5724080900096,1.4585532589696002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.84,0.25997600000000004,0.7400240000000002,0,36.34201986910554,0.4481392368053372,90855.04967276385,0,170412305.8496002,170412305.8496002,0,1.3632984467968017,1.3632984467968017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.86,0.251384,0.7486160000000001,0,33.851916979093616,0.4644439174999443,84629.79244773404,0,170074236.1751998,170074236.1751998,0,1.3605938894015983,1.3605938894015983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.86,0.311904,0.5712240000000001,0.116872,71.55352159925192,0.09510285563866494,178883.8039981298,14428710.04,197212457.41199955,182783747.37199956,0.11542968,1.5776996592959966,1.4622699789759963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.88,0.25148000000000004,0.7485199999999999,0,-164.6753328,0.4416815543147171,-411688.332,0,169190352.84479994,169190352.84479994,0,1.3535228227583997,1.3535228227583997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.88,0.314552,0.5728399999999999,0.112608,72.04025151736454,0.0920480203286143,180100.62879341136,14637391.52,197787389.60639992,183149998.0863999,0.11709913216000002,1.5822991168511993,1.4651999846911992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.9,0.25239999999999996,0.7476,0,33.26241826742362,0.47691589189646627,83156.04566855905,0,169785558,169785558,0,1.3582844636479998,1.3582844636479998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.9,0.309008,0.565296,0.12569600000000003,71.84035767632338,0.0925208632121769,179600.89419080847,14869453.74,198393475.4360001,183524021.6960001,0.11895563,1.587147803488001,1.468192173568001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.92,0.2498,0.7502,0,-167.9623582,0.47051536723440457,-419905.8955,0,168766918.58720025,168766918.58720025,0,1.350135348697602,1.350135348697602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.92,0.30628,0.560736,0.13298400000000002,71.90965274380878,0.09032096842831545,179774.13185952193,15050762.44,199010161.5103999,183959399.07039988,0.12040609951999999,1.5920812920831993,1.471675192563199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.94,0.254016,0.7459839999999999,0,32.87022020307647,0.4675238063092668,82175.55050769118,0,169850629.49280015,169850629.49280015,0,1.3588050359424018,1.3588050359424018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.94,0.297616,0.56672,0.135664,71.70291907639482,0.09394897865111874,179257.29769098706,15265274.36,199725883.74759996,184460609.38759995,0.12212219488000002,1.5978070699807991,1.4756848751007994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.96,0.30243200000000003,0.578648,0.11892,72.2967180603918,0.09038147606439444,180741.79515097945,15450440.08,200385665.1984004,184935225.11840042,0.12360352064000002,1.6030853215872034,1.4794818009472035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.96,0.2513679999999999,0.748632,0,31.2933675996273,0.48619466269384354,78233.41899906825,0,169340185.44959992,169340185.44959992,0,1.3547214835967996,1.3547214835967996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,1.98,0.255032,0.744968,0,25.37233358083558,0.5140130015223727,63430.83395208895,0,169156654.7056002,169156654.7056002,0,1.3532532376448017,1.3532532376448017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,1.98,0.30711999999999995,0.561856,0.131024,72.44484566165764,0.08897683392428916,181112.11415414407,15673691.96,201048874.4204001,185375182.46040013,0.125389536,1.608390995363201,1.4830014596832009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,0,2,0,1,0,-10000,0,-25000000,0,23366.36,23366.36,0,0.000186931,0.000186931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,0,2,0,0,1,4.400568,0.5737232458311441,11001.42,124962291.4,23110.36,-124939181,0.999698331,0.00018488288000000002,-0.999513448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
