allow_forced_l_in_cd,r,sigma,frac_C_mean,frac_C_std,frac_D_mean,frac_D_std,frac_L_mean,frac_L_std,avg_res_mean,avg_res_std,sum_res_mean,sum_res_std,gini_mean,gini_std
FALSE,1.2,0.25,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.2,0.28,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.2,0.3,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.2,0.25,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.2,0.26,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.2,0.26,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.2,0.27,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.2,0.29,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.2,0.28,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.2,0.27,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.2,0.29,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.2,0.3,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.4,0.27,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.4,0.25,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.4,0.28,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.4,0.26,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.4,0.26,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.4,0.25,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.4,0.27,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.4,0.3,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.4,0.28,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
TRUE,1.4,0.29,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.4,0.3,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.4,0.29,1,0,0,0,0,0,35.999999999999986,0,129599.99999999996,1.4551915228366852e-11,0,0
FALSE,1.6,0.26,0.6083333333333333,0.02208149887558796,0.3916666666666667,0.022081498875587965,0,0,23.877448987383996,0.4880133079638062,85958.81635458239,1756.8479086697037,0.2113345219738106,0.011049669797028693
FALSE,1.6,0.25,0.6083333333333333,0.02208149887558796,0.3916666666666667,0.022081498875587965,0,0,23.877448987383996,0.4880133079638062,85958.81635458239,1756.8479086697037,0.2113345219738106,0.011049669797028693
TRUE,1.6,0.25,0.5690000000000002,0.02732328180133313,0.42416666666666664,0.02642132509457249,0.0068333333333333345,0.002537374943704275,23.061473933072886,0.7259198670984166,83021.30615906238,2613.3115215543,0.2153378726616372,0.009587740256532347
TRUE,1.6,0.26,0.5595000000000001,0.01910529627299752,0.43261111111111117,0.018387630034118172,0.007888888888888888,0.00315543818248065,22.984537763056966,0.5016130486097495,82744.33594700508,1805.8069749951005,0.21953467451719577,0.008087747842168968
TRUE,1.6,0.27,0.585111111111111,0.015885974868759683,0.4096111111111111,0.014831980795598006,0.005277777777777778,0.002056306169257972,23.851802831569834,0.41481801788764794,85866.49019365139,1493.344864395532,0.205742304803968,0.00867199034111464
TRUE,1.6,0.28,0.5650555555555555,0.018530422100154015,0.4285555555555556,0.014299917983016117,0.006388888888888888,0.0045133546692422,22.91548771454881,0.601040376846495,82495.7557723757,2163.745356647382,0.22088323994297115,0.014505950946887352
TRUE,1.6,0.29,0.5503333333333333,0.01887205131901813,0.4370555555555556,0.01900665900203802,0.012611111111111111,0.008532074559935368,22.497774569232053,0.5513031965548039,80991.98844923537,1984.6915075972927,0.23099487135759889,0.018391397234531984
TRUE,1.6,0.3,0.5556666666666666,0.03155614240455875,0.43511111111111117,0.02622645916805826,0.00922222222222222,0.00560643369401905,22.76624099814068,0.8443640849212435,81958.46759330647,3039.7107057164776,0.2239204910209435,0.013306468035542371
FALSE,1.6,0.27,0.6083333333333333,0.02208149887558796,0.3916666666666667,0.022081498875587965,0,0,23.877448987383996,0.4880133079638062,85958.81635458239,1756.8479086697037,0.2113345219738106,0.011049669797028693
FALSE,1.6,0.28,0.6083333333333333,0.02208149887558796,0.3916666666666667,0.022081498875587965,0,0,23.877448987383996,0.4880133079638062,85958.81635458239,1756.8479086697037,0.2113345219738106,0.011049669797028693
FALSE,1.6,0.29,0.6083333333333333,0.02208149887558796,0.3916666666666667,0.022081498875587965,0,0,23.877448987383996,0.4880133079638062,85958.81635458239,1756.8479086697037,0.2113345219738106,0.011049669797028693
FALSE,1.6,0.3,0.6083333333333333,0.02208149887558796,0.3916666666666667,0.022081498875587965,0,0,23.877448987383996,0.4880133079638062,85958.81635458239,1756.8479086697037,0.2113345219738106,0.011049669797028693
TRUE,1.8,0.25,0.09794444444444446,0.08308325439277055,0.13844444444444445,0.11638969769010941,0.7636111111111111,0.19944382544007933,3.4985915520173405,2.961266404073708,12594.929587262426,10660.55905466535,0.8511787102297974,0.11587001344760615
TRUE,1.8,0.27,0.2821111111111111,0.05860797779934397,0.42000000000000004,0.054299978400741446,0.2978888888888889,0.10879397791068048,11.226616747567778,2.024501289911057,40415.820291244,7288.204643679804,0.5124563807016806,0.046590026525023795
TRUE,1.8,0.28,0.22800000000000004,0.12552044740220367,0.341,0.17833736582495188,0.43099999999999994,0.2985494044770149,11.622184177171059,1.9472463962931772,41839.863037815805,7010.087026655438,0.38774649733607547,0.19864490337375965
TRUE,1.8,0.26,0.2366111111111111,0.06547815581465996,0.36244444444444446,0.07344570514971092,0.40094444444444444,0.12161054007276723,9.134738535847767,2.359619671635552,32885.058729051954,8494.630817887988,0.5946760134804834,0.05905530384760623
FALSE,1.8,0.26,0.2201111111111111,0.11434807161243028,0.779888888888889,0.11434807161243028,0,0,-2252.704592,3863.786449303882,-8109736.532,13909631.217493976,0.5096076279896625,0.25830075007448094
FALSE,1.8,0.25,0.2201111111111111,0.11434807161243028,0.779888888888889,0.11434807161243028,0,0,-2252.704592,3863.786449303882,-8109736.532,13909631.217493976,0.5096076279896625,0.25830075007448094
TRUE,1.8,0.29,0.2518888888888889,0.03212168222767609,0.3977777777777778,0.04133908263479513,0.3503333333333334,0.055580383341118464,11.469411454807307,1.0354334273905044,41289.88123730631,3727.5603386058146,0.4740553721972674,0.01705768636429518
TRUE,1.8,0.3,0.20483333333333334,0.10462021262112253,0.2957777777777778,0.1513175061066002,0.4993888888888889,0.2543103358371033,11.581983929479263,0.9019814212281406,41695.14214612535,3247.133116421305,0.35588952766920523,0.18107364972005988
FALSE,1.8,0.27,0.2201111111111111,0.11434807161243028,0.779888888888889,0.11434807161243028,0,0,-2252.704592,3863.786449303882,-8109736.532,13909631.217493976,0.5096076279896625,0.25830075007448094
FALSE,1.8,0.28,0.2201111111111111,0.11434807161243028,0.779888888888889,0.11434807161243028,0,0,-2252.704592,3863.786449303882,-8109736.532,13909631.217493976,0.5096076279896625,0.25830075007448094
FALSE,1.8,0.3,0.2201111111111111,0.11434807161243028,0.779888888888889,0.11434807161243028,0,0,-2252.704592,3863.786449303882,-8109736.532,13909631.217493976,0.5096076279896625,0.25830075007448094
FALSE,1.8,0.29,0.2201111111111111,0.11434807161243028,0.779888888888889,0.11434807161243028,0,0,-2252.704592,3863.786449303882,-8109736.532,13909631.217493976,0.5096076279896625,0.25830075007448094
